Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Trading Symbol,Formatted Ins Name,Expiry Date,Lot Size,Tick Size,pdc
BFO,bse_fo,ABB,862943,SO,CE,7800,ABB INDIA LIMITED,ABB24AUG7800CE,ABB 08AUG24 7800 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2082345,SO,CE,7900,ABB INDIA LIMITED,ABB24AUG7900CE,ABB 08AUG24 7900 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2082685,SO,CE,8000,ABB INDIA LIMITED,ABB24AUG8000CE,ABB 08AUG24 8000 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2073842,SO,CE,8100,ABB INDIA LIMITED,ABB24AUG8100CE,ABB 08AUG24 8100 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2072514,SO,CE,8200,ABB INDIA LIMITED,ABB24AUG8200CE,ABB 08AUG24 8200 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2066678,SO,CE,8300,ABB INDIA LIMITED,ABB24AUG8300CE,ABB 08AUG24 8300 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2080079,SO,CE,8400,ABB INDIA LIMITED,ABB24AUG8400CE,ABB 08AUG24 8400 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2078992,SO,CE,8500,ABB INDIA LIMITED,ABB24AUG8500CE,ABB 08AUG24 8500 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2073167,SO,CE,8600,ABB INDIA LIMITED,ABB24AUG8600CE,ABB 08AUG24 8600 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2071447,SO,CE,8700,ABB INDIA LIMITED,ABB24AUG8700CE,ABB 08AUG24 8700 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2080528,SO,CE,8800,ABB INDIA LIMITED,ABB24AUG8800CE,ABB 08AUG24 8800 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2079451,SO,CE,8900,ABB INDIA LIMITED,ABB24AUG8900CE,ABB 08AUG24 8900 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2069022,SO,CE,9000,ABB INDIA LIMITED,ABB24AUG9000CE,ABB 08AUG24 9000 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2087553,SO,CE,9100,ABB INDIA LIMITED,ABB24AUG9100CE,ABB 08AUG24 9100 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,862110,SO,CE,9200,ABB INDIA LIMITED,ABB24AUG9200CE,ABB 08AUG24 9200 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,865007,SO,CE,9300,ABB INDIA LIMITED,ABB24AUG9300CE,ABB 08AUG24 9300 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,867093,SO,CE,9400,ABB INDIA LIMITED,ABB24AUG9400CE,ABB 08AUG24 9400 CE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,856925,SO,PE,7800,ABB INDIA LIMITED,ABB24AUG7800PE,ABB 08AUG24 7800 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2082341,SO,PE,7900,ABB INDIA LIMITED,ABB24AUG7900PE,ABB 08AUG24 7900 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2082682,SO,PE,8000,ABB INDIA LIMITED,ABB24AUG8000PE,ABB 08AUG24 8000 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2073818,SO,PE,8100,ABB INDIA LIMITED,ABB24AUG8100PE,ABB 08AUG24 8100 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2072468,SO,PE,8200,ABB INDIA LIMITED,ABB24AUG8200PE,ABB 08AUG24 8200 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2066651,SO,PE,8300,ABB INDIA LIMITED,ABB24AUG8300PE,ABB 08AUG24 8300 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2080056,SO,PE,8400,ABB INDIA LIMITED,ABB24AUG8400PE,ABB 08AUG24 8400 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2078975,SO,PE,8500,ABB INDIA LIMITED,ABB24AUG8500PE,ABB 08AUG24 8500 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2073135,SO,PE,8600,ABB INDIA LIMITED,ABB24AUG8600PE,ABB 08AUG24 8600 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2071412,SO,PE,8700,ABB INDIA LIMITED,ABB24AUG8700PE,ABB 08AUG24 8700 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2080513,SO,PE,8800,ABB INDIA LIMITED,ABB24AUG8800PE,ABB 08AUG24 8800 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2079426,SO,PE,8900,ABB INDIA LIMITED,ABB24AUG8900PE,ABB 08AUG24 8900 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2068997,SO,PE,9000,ABB INDIA LIMITED,ABB24AUG9000PE,ABB 08AUG24 9000 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2087538,SO,PE,9100,ABB INDIA LIMITED,ABB24AUG9100PE,ABB 08AUG24 9100 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,856143,SO,PE,9200,ABB INDIA LIMITED,ABB24AUG9200PE,ABB 08AUG24 9200 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,865527,SO,PE,9300,ABB INDIA LIMITED,ABB24AUG9300PE,ABB 08AUG24 9300 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,867266,SO,PE,9400,ABB INDIA LIMITED,ABB24AUG9400PE,ABB 08AUG24 9400 PE,2024-08-08,125,0.05,
BFO,bse_fo,ABB,2247144,SF,,0,ABB INDIA LIMITED,ABB24JULFUT,ABB 11JUL24 FUT,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2067260,SF,,0,ABB INDIA LIMITED,ABB24AUGFUT,ABB 08AUG24 FUT,2024-08-08,125,0.05,
BFO,bse_fo,ABB,855032,SF,,0,ABB INDIA LIMITED,ABB24SEPFUT,ABB 12SEP24 FUT,2024-09-12,125,0.05,
BFO,bse_fo,ABB,2270811,SO,CE,7800,ABB INDIA LIMITED,ABB24JUL7800CE,ABB 11JUL24 7800 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2252157,SO,CE,7900,ABB INDIA LIMITED,ABB24JUL7900CE,ABB 11JUL24 7900 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2244842,SO,CE,8000,ABB INDIA LIMITED,ABB24JUL8000CE,ABB 11JUL24 8000 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2254621,SO,CE,8100,ABB INDIA LIMITED,ABB24JUL8100CE,ABB 11JUL24 8100 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2250402,SO,CE,8200,ABB INDIA LIMITED,ABB24JUL8200CE,ABB 11JUL24 8200 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2249380,SO,CE,8300,ABB INDIA LIMITED,ABB24JUL8300CE,ABB 11JUL24 8300 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2245472,SO,CE,8400,ABB INDIA LIMITED,ABB24JUL8400CE,ABB 11JUL24 8400 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2255472,SO,CE,8500,ABB INDIA LIMITED,ABB24JUL8500CE,ABB 11JUL24 8500 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2250873,SO,CE,8600,ABB INDIA LIMITED,ABB24JUL8600CE,ABB 11JUL24 8600 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2249862,SO,CE,8700,ABB INDIA LIMITED,ABB24JUL8700CE,ABB 11JUL24 8700 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2248826,SO,CE,8800,ABB INDIA LIMITED,ABB24JUL8800CE,ABB 11JUL24 8800 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2255947,SO,CE,8900,ABB INDIA LIMITED,ABB24JUL8900CE,ABB 11JUL24 8900 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2322662,SO,CE,9000,ABB INDIA LIMITED,ABB24JUL9000CE,ABB 11JUL24 9000 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2322147,SO,CE,9100,ABB INDIA LIMITED,ABB24JUL9100CE,ABB 11JUL24 9100 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2325678,SO,CE,9200,ABB INDIA LIMITED,ABB24JUL9200CE,ABB 11JUL24 9200 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2055171,SO,CE,9300,ABB INDIA LIMITED,ABB24JUL9300CE,ABB 11JUL24 9300 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2054892,SO,CE,9400,ABB INDIA LIMITED,ABB24JUL9400CE,ABB 11JUL24 9400 CE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2270801,SO,PE,7800,ABB INDIA LIMITED,ABB24JUL7800PE,ABB 11JUL24 7800 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2252141,SO,PE,7900,ABB INDIA LIMITED,ABB24JUL7900PE,ABB 11JUL24 7900 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2244802,SO,PE,8000,ABB INDIA LIMITED,ABB24JUL8000PE,ABB 11JUL24 8000 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2254605,SO,PE,8100,ABB INDIA LIMITED,ABB24JUL8100PE,ABB 11JUL24 8100 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2250383,SO,PE,8200,ABB INDIA LIMITED,ABB24JUL8200PE,ABB 11JUL24 8200 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2249363,SO,PE,8300,ABB INDIA LIMITED,ABB24JUL8300PE,ABB 11JUL24 8300 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2245447,SO,PE,8400,ABB INDIA LIMITED,ABB24JUL8400PE,ABB 11JUL24 8400 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2255435,SO,PE,8500,ABB INDIA LIMITED,ABB24JUL8500PE,ABB 11JUL24 8500 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2250843,SO,PE,8600,ABB INDIA LIMITED,ABB24JUL8600PE,ABB 11JUL24 8600 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2249833,SO,PE,8700,ABB INDIA LIMITED,ABB24JUL8700PE,ABB 11JUL24 8700 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2248799,SO,PE,8800,ABB INDIA LIMITED,ABB24JUL8800PE,ABB 11JUL24 8800 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2255924,SO,PE,8900,ABB INDIA LIMITED,ABB24JUL8900PE,ABB 11JUL24 8900 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2322658,SO,PE,9000,ABB INDIA LIMITED,ABB24JUL9000PE,ABB 11JUL24 9000 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2322146,SO,PE,9100,ABB INDIA LIMITED,ABB24JUL9100PE,ABB 11JUL24 9100 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2325663,SO,PE,9200,ABB INDIA LIMITED,ABB24JUL9200PE,ABB 11JUL24 9200 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2055167,SO,PE,9300,ABB INDIA LIMITED,ABB24JUL9300PE,ABB 11JUL24 9300 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,2054883,SO,PE,9400,ABB INDIA LIMITED,ABB24JUL9400PE,ABB 11JUL24 9400 PE,2024-07-11,125,0.05,
BFO,bse_fo,ABB,855136,SO,CE,7800,ABB INDIA LIMITED,ABB24SEP7800CE,ABB 12SEP24 7800 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,858438,SO,CE,7900,ABB INDIA LIMITED,ABB24SEP7900CE,ABB 12SEP24 7900 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,855224,SO,CE,8000,ABB INDIA LIMITED,ABB24SEP8000CE,ABB 12SEP24 8000 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,858521,SO,CE,8100,ABB INDIA LIMITED,ABB24SEP8100CE,ABB 12SEP24 8100 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,861998,SO,CE,8200,ABB INDIA LIMITED,ABB24SEP8200CE,ABB 12SEP24 8200 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,860778,SO,CE,8300,ABB INDIA LIMITED,ABB24SEP8300CE,ABB 12SEP24 8300 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,853669,SO,CE,8400,ABB INDIA LIMITED,ABB24SEP8400CE,ABB 12SEP24 8400 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,862903,SO,CE,8500,ABB INDIA LIMITED,ABB24SEP8500CE,ABB 12SEP24 8500 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,855816,SO,CE,8600,ABB INDIA LIMITED,ABB24SEP8600CE,ABB 12SEP24 8600 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,859100,SO,CE,8700,ABB INDIA LIMITED,ABB24SEP8700CE,ABB 12SEP24 8700 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,857880,SO,CE,8800,ABB INDIA LIMITED,ABB24SEP8800CE,ABB 12SEP24 8800 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,861335,SO,CE,8900,ABB INDIA LIMITED,ABB24SEP8900CE,ABB 12SEP24 8900 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,862692,SO,CE,9000,ABB INDIA LIMITED,ABB24SEP9000CE,ABB 12SEP24 9000 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,861415,SO,CE,9100,ABB INDIA LIMITED,ABB24SEP9100CE,ABB 12SEP24 9100 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,854317,SO,CE,9200,ABB INDIA LIMITED,ABB24SEP9200CE,ABB 12SEP24 9200 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,865955,SO,CE,9300,ABB INDIA LIMITED,ABB24SEP9300CE,ABB 12SEP24 9300 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,867197,SO,CE,9400,ABB INDIA LIMITED,ABB24SEP9400CE,ABB 12SEP24 9400 CE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,859643,SO,PE,7800,ABB INDIA LIMITED,ABB24SEP7800PE,ABB 12SEP24 7800 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,863087,SO,PE,7900,ABB INDIA LIMITED,ABB24SEP7900PE,ABB 12SEP24 7900 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,859746,SO,PE,8000,ABB INDIA LIMITED,ABB24SEP8000PE,ABB 12SEP24 8000 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,863173,SO,PE,8100,ABB INDIA LIMITED,ABB24SEP8100PE,ABB 12SEP24 8100 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,856050,SO,PE,8200,ABB INDIA LIMITED,ABB24SEP8200PE,ABB 12SEP24 8200 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,854790,SO,PE,8300,ABB INDIA LIMITED,ABB24SEP8300PE,ABB 12SEP24 8300 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,858108,SO,PE,8400,ABB INDIA LIMITED,ABB24SEP8400PE,ABB 12SEP24 8400 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,856886,SO,PE,8500,ABB INDIA LIMITED,ABB24SEP8500PE,ABB 12SEP24 8500 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,860329,SO,PE,8600,ABB INDIA LIMITED,ABB24SEP8600PE,ABB 12SEP24 8600 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,863728,SO,PE,8700,ABB INDIA LIMITED,ABB24SEP8700PE,ABB 12SEP24 8700 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,862460,SO,PE,8800,ABB INDIA LIMITED,ABB24SEP8800PE,ABB 12SEP24 8800 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,855390,SO,PE,8900,ABB INDIA LIMITED,ABB24SEP8900PE,ABB 12SEP24 8900 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,856674,SO,PE,9000,ABB INDIA LIMITED,ABB24SEP9000PE,ABB 12SEP24 9000 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,855478,SO,PE,9100,ABB INDIA LIMITED,ABB24SEP9100PE,ABB 12SEP24 9100 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,858756,SO,PE,9200,ABB INDIA LIMITED,ABB24SEP9200PE,ABB 12SEP24 9200 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,865312,SO,PE,9300,ABB INDIA LIMITED,ABB24SEP9300PE,ABB 12SEP24 9300 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABB,867363,SO,PE,9400,ABB INDIA LIMITED,ABB24SEP9400PE,ABB 12SEP24 9400 PE,2024-09-12,125,0.05,
BFO,bse_fo,ABCAPITAL,868072,SO,CE,212.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG212.5CE,ABCAPITAL 08AUG24 212.5 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,868364,SO,CE,215,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG215CE,ABCAPITAL 08AUG24 215 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,867583,SO,CE,217.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG217.5CE,ABCAPITAL 08AUG24 217.5 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,2074521,SO,CE,220,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG220CE,ABCAPITAL 08AUG24 220 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,860408,SO,CE,222.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG222.5CE,ABCAPITAL 08AUG24 222.5 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,856811,SO,CE,225,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG225CE,ABCAPITAL 08AUG24 225 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,860981,SO,CE,227.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG227.5CE,ABCAPITAL 08AUG24 227.5 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,2080244,SO,CE,230,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG230CE,ABCAPITAL 08AUG24 230 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,855449,SO,CE,232.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG232.5CE,ABCAPITAL 08AUG24 232.5 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,862362,SO,CE,235,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG235CE,ABCAPITAL 08AUG24 235 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,855978,SO,CE,237.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG237.5CE,ABCAPITAL 08AUG24 237.5 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,2067043,SO,CE,240,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG240CE,ABCAPITAL 08AUG24 240 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,860985,SO,CE,242.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG242.5CE,ABCAPITAL 08AUG24 242.5 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,857380,SO,CE,245,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG245CE,ABCAPITAL 08AUG24 245 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,861504,SO,CE,247.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG247.5CE,ABCAPITAL 08AUG24 247.5 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,2072947,SO,CE,250,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG250CE,ABCAPITAL 08AUG24 250 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,855981,SO,CE,252.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG252.5CE,ABCAPITAL 08AUG24 252.5 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,862956,SO,CE,255,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG255CE,ABCAPITAL 08AUG24 255 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,865201,SO,CE,257.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG257.5CE,ABCAPITAL 08AUG24 257.5 CE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,868409,SO,PE,212.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG212.5PE,ABCAPITAL 08AUG24 212.5 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,868271,SO,PE,215,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG215PE,ABCAPITAL 08AUG24 215 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,867482,SO,PE,217.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG217.5PE,ABCAPITAL 08AUG24 217.5 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,2074479,SO,PE,220,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG220PE,ABCAPITAL 08AUG24 220 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,858276,SO,PE,222.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG222.5PE,ABCAPITAL 08AUG24 222.5 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,854815,SO,PE,225,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG225PE,ABCAPITAL 08AUG24 225 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,858814,SO,PE,227.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG227.5PE,ABCAPITAL 08AUG24 227.5 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,2080215,SO,PE,230,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG230PE,ABCAPITAL 08AUG24 230 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,853422,SO,PE,232.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG232.5PE,ABCAPITAL 08AUG24 232.5 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,860345,SO,PE,235,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG235PE,ABCAPITAL 08AUG24 235 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,853971,SO,PE,237.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG237.5PE,ABCAPITAL 08AUG24 237.5 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,2066999,SO,PE,240,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG240PE,ABCAPITAL 08AUG24 240 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,858820,SO,PE,242.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG242.5PE,ABCAPITAL 08AUG24 242.5 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,855395,SO,PE,245,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG245PE,ABCAPITAL 08AUG24 245 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,859383,SO,PE,247.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG247.5PE,ABCAPITAL 08AUG24 247.5 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,2072918,SO,PE,250,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG250PE,ABCAPITAL 08AUG24 250 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,853974,SO,PE,252.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG252.5PE,ABCAPITAL 08AUG24 252.5 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,860927,SO,PE,255,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG255PE,ABCAPITAL 08AUG24 255 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,864960,SO,PE,257.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUG257.5PE,ABCAPITAL 08AUG24 257.5 PE,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,2248345,SF,,0,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24JULFUT,ABCAPITAL 11JUL24 FUT,2024-07-11,5400,0.05,
BFO,bse_fo,ABCAPITAL,2069140,SF,,0,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24AUGFUT,ABCAPITAL 08AUG24 FUT,2024-08-08,5400,0.05,
BFO,bse_fo,ABCAPITAL,863540,SF,,0,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24SEPFUT,ABCAPITAL 12SEP24 FUT,2024-09-12,5400,0.05,
BFO,bse_fo,ABCAPITAL,868427,SO,CE,212.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24JUL212.5CE,ABCAPITAL 11JUL24 212.5 CE,2024-07-11,5400,0.05,
BFO,bse_fo,ABCAPITAL,868292,SO,CE,215,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24JUL215CE,ABCAPITAL 11JUL24 215 CE,2024-07-11,5400,0.05,
BFO,bse_fo,ABCAPITAL,867502,SO,CE,217.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24JUL217.5CE,ABCAPITAL 11JUL24 217.5 CE,2024-07-11,5400,0.05,
BFO,bse_fo,ABCAPITAL,2244751,SO,CE,220,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24JUL220CE,ABCAPITAL 11JUL24 220 CE,2024-07-11,5400,0.05,
BFO,bse_fo,ABCAPITAL,858625,SO,CE,222.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24JUL222.5CE,ABCAPITAL 11JUL24 222.5 CE,2024-07-11,5400,0.05,
BFO,bse_fo,ABCAPITAL,855190,SO,CE,225,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24JUL225CE,ABCAPITAL 11JUL24 225 CE,2024-07-11,5400,0.05,
BFO,bse_fo,ABCAPITAL,859197,SO,CE,227.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24JUL227.5CE,ABCAPITAL 11JUL24 227.5 CE,2024-07-11,5400,0.05,
BFO,bse_fo,ABCAPITAL,2248939,SO,CE,230,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24JUL230CE,ABCAPITAL 11JUL24 230 CE,2024-07-11,5400,0.05,
BFO,bse_fo,ABCAPITAL,853777,SO,CE,232.5,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24JUL232.5CE,ABCAPITAL 11JUL24 232.5 CE,2024-07-11,5400,0.05,
BFO,bse_fo,ABCAPITAL,860734,SO,CE,235,ADITYA BIRLA CAPITAL LTD,ABCAPITAL24JUL235CE,ABCAPITAL 11JUL24 235 CE,2024-07-11,5400,0.05,
