Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,HEROMOTOCO,107424,OPTSTK,PE,4600,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 4600 PE,HEROMOTOCO25JUL24P4600,2024-07-25,150,0.05
NFO,nse_fo,COROMANDEL,107429,OPTSTK,CE,1400,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1400 CE,COROMANDEL26SEP24C1400,2024-09-26,700,0.05
NFO,nse_fo,COROMANDEL,107430,OPTSTK,PE,1400,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1400 PE,COROMANDEL26SEP24P1400,2024-09-26,700,0.05
NFO,nse_fo,HEROMOTOCO,107431,OPTSTK,CE,4800,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 4800 CE,HEROMOTOCO25JUL24C4800,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107432,OPTSTK,PE,4800,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 4800 PE,HEROMOTOCO25JUL24P4800,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107433,OPTSTK,CE,4900,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 4900 CE,HEROMOTOCO25JUL24C4900,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107434,OPTSTK,PE,4900,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 4900 PE,HEROMOTOCO25JUL24P4900,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107435,OPTSTK,CE,5000,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5000 CE,HEROMOTOCO25JUL24C5000,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107436,OPTSTK,PE,5000,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5000 PE,HEROMOTOCO25JUL24P5000,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107437,OPTSTK,CE,5100,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5100 CE,HEROMOTOCO25JUL24C5100,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107438,OPTSTK,PE,5100,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5100 PE,HEROMOTOCO25JUL24P5100,2024-07-25,150,0.05
NFO,nse_fo,COROMANDEL,107439,OPTSTK,CE,1440,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1440 CE,COROMANDEL26SEP24C1440,2024-09-26,700,0.05
NFO,nse_fo,COROMANDEL,107440,OPTSTK,PE,1440,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1440 PE,COROMANDEL26SEP24P1440,2024-09-26,700,0.05
NFO,nse_fo,HEROMOTOCO,107441,OPTSTK,CE,5200,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5200 CE,HEROMOTOCO25JUL24C5200,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107442,OPTSTK,PE,5200,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5200 PE,HEROMOTOCO25JUL24P5200,2024-07-25,150,0.05
NFO,nse_fo,COROMANDEL,107443,OPTSTK,CE,1480,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1480 CE,COROMANDEL26SEP24C1480,2024-09-26,700,0.05
NFO,nse_fo,COROMANDEL,107444,OPTSTK,PE,1480,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1480 PE,COROMANDEL26SEP24P1480,2024-09-26,700,0.05
NFO,nse_fo,HEROMOTOCO,107445,OPTSTK,CE,5300,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5300 CE,HEROMOTOCO25JUL24C5300,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107446,OPTSTK,PE,5300,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5300 PE,HEROMOTOCO25JUL24P5300,2024-07-25,150,0.05
NFO,nse_fo,COROMANDEL,107447,OPTSTK,CE,1520,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1520 CE,COROMANDEL26SEP24C1520,2024-09-26,700,0.05
NFO,nse_fo,COROMANDEL,107448,OPTSTK,PE,1520,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1520 PE,COROMANDEL26SEP24P1520,2024-09-26,700,0.05
NFO,nse_fo,HEROMOTOCO,107449,OPTSTK,CE,5400,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5400 CE,HEROMOTOCO25JUL24C5400,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107450,OPTSTK,PE,5400,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5400 PE,HEROMOTOCO25JUL24P5400,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107451,OPTSTK,CE,5500,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5500 CE,HEROMOTOCO25JUL24C5500,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107452,OPTSTK,PE,5500,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5500 PE,HEROMOTOCO25JUL24P5500,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107453,OPTSTK,CE,5600,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5600 CE,HEROMOTOCO25JUL24C5600,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107454,OPTSTK,PE,5600,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5600 PE,HEROMOTOCO25JUL24P5600,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107455,OPTSTK,CE,5700,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5700 CE,HEROMOTOCO25JUL24C5700,2024-07-25,150,0.05
NFO,nse_fo,COROMANDEL,107458,OPTSTK,CE,1560,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1560 CE,COROMANDEL26SEP24C1560,2024-09-26,700,0.05
NFO,nse_fo,COROMANDEL,107459,OPTSTK,PE,1560,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1560 PE,COROMANDEL26SEP24P1560,2024-09-26,700,0.05
NFO,nse_fo,HEROMOTOCO,107462,OPTSTK,PE,5700,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5700 PE,HEROMOTOCO25JUL24P5700,2024-07-25,150,0.05
NFO,nse_fo,COROMANDEL,107463,OPTSTK,CE,1600,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1600 CE,COROMANDEL26SEP24C1600,2024-09-26,700,0.05
NFO,nse_fo,COROMANDEL,107464,OPTSTK,PE,1600,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1600 PE,COROMANDEL26SEP24P1600,2024-09-26,700,0.05
NFO,nse_fo,HEROMOTOCO,107465,OPTSTK,CE,5800,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5800 CE,HEROMOTOCO25JUL24C5800,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107466,OPTSTK,PE,5800,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5800 PE,HEROMOTOCO25JUL24P5800,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107467,OPTSTK,CE,5900,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5900 CE,HEROMOTOCO25JUL24C5900,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107468,OPTSTK,PE,5900,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 5900 PE,HEROMOTOCO25JUL24P5900,2024-07-25,150,0.05
NFO,nse_fo,COROMANDEL,107469,OPTSTK,CE,1640,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1640 CE,COROMANDEL26SEP24C1640,2024-09-26,700,0.05
NFO,nse_fo,COROMANDEL,107470,OPTSTK,PE,1640,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1640 PE,COROMANDEL26SEP24P1640,2024-09-26,700,0.05
NFO,nse_fo,COROMANDEL,107471,OPTSTK,CE,1680,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1680 CE,COROMANDEL26SEP24C1680,2024-09-26,700,0.05
NFO,nse_fo,COROMANDEL,107472,OPTSTK,PE,1680,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1680 PE,COROMANDEL26SEP24P1680,2024-09-26,700,0.05
NFO,nse_fo,HAVELLS,107473,OPTSTK,PE,1620,HAVELLS INDIA LIMITED,HAVELLS JUL 1620 PE,HAVELLS25JUL24P1620,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107474,OPTSTK,CE,1660,HAVELLS INDIA LIMITED,HAVELLS JUL 1660 CE,HAVELLS25JUL24C1660,2024-07-25,500,0.05
NFO,nse_fo,COROMANDEL,107475,OPTSTK,CE,1720,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1720 CE,COROMANDEL26SEP24C1720,2024-09-26,700,0.05
NFO,nse_fo,COROMANDEL,107476,OPTSTK,PE,1720,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1720 PE,COROMANDEL26SEP24P1720,2024-09-26,700,0.05
NFO,nse_fo,HAVELLS,107477,OPTSTK,PE,1660,HAVELLS INDIA LIMITED,HAVELLS JUL 1660 PE,HAVELLS25JUL24P1660,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107478,OPTSTK,CE,1700,HAVELLS INDIA LIMITED,HAVELLS JUL 1700 CE,HAVELLS25JUL24C1700,2024-07-25,500,0.05
NFO,nse_fo,COROMANDEL,107479,OPTSTK,CE,1760,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1760 CE,COROMANDEL26SEP24C1760,2024-09-26,700,0.05
NFO,nse_fo,COROMANDEL,107480,OPTSTK,PE,1760,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1760 PE,COROMANDEL26SEP24P1760,2024-09-26,700,0.05
NFO,nse_fo,HAVELLS,107481,OPTSTK,PE,1700,HAVELLS INDIA LIMITED,HAVELLS JUL 1700 PE,HAVELLS25JUL24P1700,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107482,OPTSTK,CE,1740,HAVELLS INDIA LIMITED,HAVELLS JUL 1740 CE,HAVELLS25JUL24C1740,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107485,OPTSTK,PE,1740,HAVELLS INDIA LIMITED,HAVELLS JUL 1740 PE,HAVELLS25JUL24P1740,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107486,OPTSTK,CE,1780,HAVELLS INDIA LIMITED,HAVELLS JUL 1780 CE,HAVELLS25JUL24C1780,2024-07-25,500,0.05
NFO,nse_fo,COROMANDEL,107487,OPTSTK,CE,1840,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1840 CE,COROMANDEL26SEP24C1840,2024-09-26,700,0.05
NFO,nse_fo,COROMANDEL,107488,OPTSTK,PE,1840,COROMANDEL INTERNTL. LTD,COROMANDEL SEP 1840 PE,COROMANDEL26SEP24P1840,2024-09-26,700,0.05
NFO,nse_fo,HAVELLS,107489,OPTSTK,PE,1780,HAVELLS INDIA LIMITED,HAVELLS JUL 1780 PE,HAVELLS25JUL24P1780,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107490,OPTSTK,CE,1820,HAVELLS INDIA LIMITED,HAVELLS JUL 1820 CE,HAVELLS25JUL24C1820,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107493,OPTSTK,PE,1820,HAVELLS INDIA LIMITED,HAVELLS JUL 1820 PE,HAVELLS25JUL24P1820,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107494,OPTSTK,CE,1860,HAVELLS INDIA LIMITED,HAVELLS JUL 1860 CE,HAVELLS25JUL24C1860,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107497,OPTSTK,PE,1860,HAVELLS INDIA LIMITED,HAVELLS JUL 1860 PE,HAVELLS25JUL24P1860,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107506,OPTSTK,CE,1900,HAVELLS INDIA LIMITED,HAVELLS JUL 1900 CE,HAVELLS25JUL24C1900,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107509,OPTSTK,PE,1900,HAVELLS INDIA LIMITED,HAVELLS JUL 1900 PE,HAVELLS25JUL24P1900,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107510,OPTSTK,CE,1940,HAVELLS INDIA LIMITED,HAVELLS JUL 1940 CE,HAVELLS25JUL24C1940,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107513,OPTSTK,PE,1940,HAVELLS INDIA LIMITED,HAVELLS JUL 1940 PE,HAVELLS25JUL24P1940,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107514,OPTSTK,CE,1980,HAVELLS INDIA LIMITED,HAVELLS JUL 1980 CE,HAVELLS25JUL24C1980,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107517,OPTSTK,PE,1980,HAVELLS INDIA LIMITED,HAVELLS JUL 1980 PE,HAVELLS25JUL24P1980,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107518,OPTSTK,CE,2020,HAVELLS INDIA LIMITED,HAVELLS JUL 2020 CE,HAVELLS25JUL24C2020,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107521,OPTSTK,PE,2020,HAVELLS INDIA LIMITED,HAVELLS JUL 2020 PE,HAVELLS25JUL24P2020,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107522,OPTSTK,CE,2060,HAVELLS INDIA LIMITED,HAVELLS JUL 2060 CE,HAVELLS25JUL24C2060,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107525,OPTSTK,PE,2060,HAVELLS INDIA LIMITED,HAVELLS JUL 2060 PE,HAVELLS25JUL24P2060,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107526,OPTSTK,CE,2100,HAVELLS INDIA LIMITED,HAVELLS JUL 2100 CE,HAVELLS25JUL24C2100,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107529,OPTSTK,PE,2100,HAVELLS INDIA LIMITED,HAVELLS JUL 2100 PE,HAVELLS25JUL24P2100,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107530,OPTSTK,CE,2140,HAVELLS INDIA LIMITED,HAVELLS JUL 2140 CE,HAVELLS25JUL24C2140,2024-07-25,500,0.05
NFO,nse_fo,HAVELLS,107534,OPTSTK,CE,2180,HAVELLS INDIA LIMITED,HAVELLS JUL 2180 CE,HAVELLS25JUL24C2180,2024-07-25,500,0.05
NFO,nse_fo,HEROMOTOCO,107573,OPTSTK,CE,6000,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 6000 CE,HEROMOTOCO25JUL24C6000,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107574,OPTSTK,PE,6000,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 6000 PE,HEROMOTOCO25JUL24P6000,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107662,OPTSTK,CE,6200,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 6200 CE,HEROMOTOCO25JUL24C6200,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,107663,OPTSTK,PE,6200,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 6200 PE,HEROMOTOCO25JUL24P6200,2024-07-25,150,0.05
NFO,nse_fo,CROMPTON,107672,OPTSTK,CE,340,CROMPT GREA CON ELEC LTD,CROMPTON SEP 340 CE,CROMPTON26SEP24C340,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107673,OPTSTK,PE,340,CROMPT GREA CON ELEC LTD,CROMPTON SEP 340 PE,CROMPTON26SEP24P340,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107678,OPTSTK,CE,360,CROMPT GREA CON ELEC LTD,CROMPTON SEP 360 CE,CROMPTON26SEP24C360,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107679,OPTSTK,PE,360,CROMPT GREA CON ELEC LTD,CROMPTON SEP 360 PE,CROMPTON26SEP24P360,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107680,OPTSTK,CE,370,CROMPT GREA CON ELEC LTD,CROMPTON SEP 370 CE,CROMPTON26SEP24C370,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107681,OPTSTK,PE,370,CROMPT GREA CON ELEC LTD,CROMPTON SEP 370 PE,CROMPTON26SEP24P370,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107682,OPTSTK,CE,380,CROMPT GREA CON ELEC LTD,CROMPTON SEP 380 CE,CROMPTON26SEP24C380,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107683,OPTSTK,PE,380,CROMPT GREA CON ELEC LTD,CROMPTON SEP 380 PE,CROMPTON26SEP24P380,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107759,OPTSTK,CE,390,CROMPT GREA CON ELEC LTD,CROMPTON SEP 390 CE,CROMPTON26SEP24C390,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107760,OPTSTK,PE,390,CROMPT GREA CON ELEC LTD,CROMPTON SEP 390 PE,CROMPTON26SEP24P390,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107761,OPTSTK,CE,400,CROMPT GREA CON ELEC LTD,CROMPTON SEP 400 CE,CROMPTON26SEP24C400,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107762,OPTSTK,PE,400,CROMPT GREA CON ELEC LTD,CROMPTON SEP 400 PE,CROMPTON26SEP24P400,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107763,OPTSTK,CE,410,CROMPT GREA CON ELEC LTD,CROMPTON SEP 410 CE,CROMPTON26SEP24C410,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107764,OPTSTK,PE,410,CROMPT GREA CON ELEC LTD,CROMPTON SEP 410 PE,CROMPTON26SEP24P410,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107777,OPTSTK,CE,420,CROMPT GREA CON ELEC LTD,CROMPTON SEP 420 CE,CROMPTON26SEP24C420,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107778,OPTSTK,PE,420,CROMPT GREA CON ELEC LTD,CROMPTON SEP 420 PE,CROMPTON26SEP24P420,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107779,OPTSTK,CE,430,CROMPT GREA CON ELEC LTD,CROMPTON SEP 430 CE,CROMPTON26SEP24C430,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107780,OPTSTK,PE,430,CROMPT GREA CON ELEC LTD,CROMPTON SEP 430 PE,CROMPTON26SEP24P430,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107784,OPTSTK,CE,440,CROMPT GREA CON ELEC LTD,CROMPTON SEP 440 CE,CROMPTON26SEP24C440,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107785,OPTSTK,PE,440,CROMPT GREA CON ELEC LTD,CROMPTON SEP 440 PE,CROMPTON26SEP24P440,2024-09-26,1800,0.05
NFO,nse_fo,HINDALCO,107789,OPTSTK,CE,540,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 540 CE,HINDALCO25JUL24C540,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107790,OPTSTK,PE,540,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 540 PE,HINDALCO25JUL24P540,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107791,OPTSTK,CE,550,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 550 CE,HINDALCO25JUL24C550,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107792,OPTSTK,PE,550,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 550 PE,HINDALCO25JUL24P550,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107794,OPTSTK,PE,560,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 560 PE,HINDALCO25JUL24P560,2024-07-25,1400,0.05
NFO,nse_fo,CROMPTON,107796,OPTSTK,CE,450,CROMPT GREA CON ELEC LTD,CROMPTON SEP 450 CE,CROMPTON26SEP24C450,2024-09-26,1800,0.05
NFO,nse_fo,CROMPTON,107797,OPTSTK,PE,450,CROMPT GREA CON ELEC LTD,CROMPTON SEP 450 PE,CROMPTON26SEP24P450,2024-09-26,1800,0.05
NFO,nse_fo,HINDALCO,107798,OPTSTK,PE,570,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 570 PE,HINDALCO25JUL24P570,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107799,OPTSTK,CE,580,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 580 CE,HINDALCO25JUL24C580,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107800,OPTSTK,PE,580,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 580 PE,HINDALCO25JUL24P580,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107801,OPTSTK,CE,590,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 590 CE,HINDALCO25JUL24C590,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107802,OPTSTK,PE,590,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 590 PE,HINDALCO25JUL24P590,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107803,OPTSTK,CE,600,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 600 CE,HINDALCO25JUL24C600,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107804,OPTSTK,PE,600,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 600 PE,HINDALCO25JUL24P600,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107806,OPTSTK,PE,610,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 610 PE,HINDALCO25JUL24P610,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107807,OPTSTK,CE,620,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 620 CE,HINDALCO25JUL24C620,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107808,OPTSTK,PE,620,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 620 PE,HINDALCO25JUL24P620,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107809,OPTSTK,CE,630,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 630 CE,HINDALCO25JUL24C630,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107810,OPTSTK,PE,630,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 630 PE,HINDALCO25JUL24P630,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107811,OPTSTK,CE,640,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 640 CE,HINDALCO25JUL24C640,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107812,OPTSTK,PE,640,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 640 PE,HINDALCO25JUL24P640,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107813,OPTSTK,CE,650,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 650 CE,HINDALCO25JUL24C650,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107814,OPTSTK,PE,650,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 650 PE,HINDALCO25JUL24P650,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107815,OPTSTK,CE,660,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 660 CE,HINDALCO25JUL24C660,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107816,OPTSTK,PE,660,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 660 PE,HINDALCO25JUL24P660,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107817,OPTSTK,CE,670,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 670 CE,HINDALCO25JUL24C670,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107818,OPTSTK,PE,670,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 670 PE,HINDALCO25JUL24P670,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107819,OPTSTK,CE,680,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 680 CE,HINDALCO25JUL24C680,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107820,OPTSTK,PE,680,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 680 PE,HINDALCO25JUL24P680,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107821,OPTSTK,CE,690,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 690 CE,HINDALCO25JUL24C690,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107822,OPTSTK,PE,690,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 690 PE,HINDALCO25JUL24P690,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107823,OPTSTK,CE,700,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 700 CE,HINDALCO25JUL24C700,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107824,OPTSTK,PE,700,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 700 PE,HINDALCO25JUL24P700,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107825,OPTSTK,CE,710,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 710 CE,HINDALCO25JUL24C710,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107826,OPTSTK,PE,710,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 710 PE,HINDALCO25JUL24P710,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107827,OPTSTK,CE,720,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 720 CE,HINDALCO25JUL24C720,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107828,OPTSTK,PE,720,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 720 PE,HINDALCO25JUL24P720,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107830,OPTSTK,CE,730,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 730 CE,HINDALCO25JUL24C730,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107831,OPTSTK,PE,730,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 730 PE,HINDALCO25JUL24P730,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107832,OPTSTK,CE,740,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 740 CE,HINDALCO25JUL24C740,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107834,OPTSTK,PE,740,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 740 PE,HINDALCO25JUL24P740,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107835,OPTSTK,CE,750,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 750 CE,HINDALCO25JUL24C750,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107836,OPTSTK,PE,750,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 750 PE,HINDALCO25JUL24P750,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107837,OPTSTK,CE,760,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 760 CE,HINDALCO25JUL24C760,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107838,OPTSTK,PE,760,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 760 PE,HINDALCO25JUL24P760,2024-07-25,1400,0.05
NFO,nse_fo,HINDALCO,107839,OPTSTK,CE,770,HINDALCO  INDUSTRIES  LTD,HINDALCO JUL 770 CE,HINDALCO25JUL24C770,2024-07-25,1400,0.05
