Exch,Exchange Segment,Symbol,Token,Instrument Type,Option Type,Strike Price,Instrument Name,Formatted Ins Name,Trading Symbol,Expiry Date,Lot Size,Tick Size
NFO,nse_fo,NIFTY,45392,OPTIDX,CE,22550,NIFTY,NIFTY SEP 22550 CE,NIFTY26SEP24C22550,2024-09-26,25,0.05
NFO,nse_fo,NIFTY,45393,OPTIDX,PE,22550,NIFTY,NIFTY SEP 22550 PE,NIFTY26SEP24P22550,2024-09-26,25,0.05
NFO,nse_fo,NIFTY,45394,OPTIDX,CE,22600,NIFTY,NIFTY SEP 22600 CE,NIFTY26SEP24C22600,2024-09-26,25,0.05
NFO,nse_fo,NIFTY,45395,OPTIDX,PE,22600,NIFTY,NIFTY SEP 22600 PE,NIFTY26SEP24P22600,2024-09-26,25,0.05
NFO,nse_fo,FINNIFTY,45470,OPTIDX,CE,20100,FINNIFTY,FINNIFTY 23rd JUL 20100 CE,FINNIFTY23JUL24C20100,2024-07-23,40,0.05
NFO,nse_fo,FINNIFTY,45474,OPTIDX,PE,20100,FINNIFTY,FINNIFTY 23rd JUL 20100 PE,FINNIFTY23JUL24P20100,2024-07-23,40,0.05
NFO,nse_fo,CANFINHOME,45487,OPTSTK,CE,1020,CAN FIN HOMES LTD,CANFINHOME JUL 1020 CE,CANFINHOME25JUL24C1020,2024-07-25,975,0.05
NFO,nse_fo,CANFINHOME,45488,OPTSTK,PE,1020,CAN FIN HOMES LTD,CANFINHOME JUL 1020 PE,CANFINHOME25JUL24P1020,2024-07-25,975,0.05
NFO,nse_fo,NIFTY,45502,OPTIDX,CE,26050,NIFTY,NIFTY AUG 26050 CE,NIFTY29AUG24C26050,2024-08-29,25,0.05
NFO,nse_fo,NIFTY,45505,OPTIDX,PE,26050,NIFTY,NIFTY AUG 26050 PE,NIFTY29AUG24P26050,2024-08-29,25,0.05
NFO,nse_fo,CHOLAFIN,45521,OPTSTK,CE,1640,CHOLAMANDALAM IN & FIN CO,CHOLAFIN JUL 1640 CE,CHOLAFIN25JUL24C1640,2024-07-25,625,0.05
NFO,nse_fo,CHOLAFIN,45526,OPTSTK,PE,1640,CHOLAMANDALAM IN & FIN CO,CHOLAFIN JUL 1640 PE,CHOLAFIN25JUL24P1640,2024-07-25,625,0.05
NFO,nse_fo,CROMPTON,45581,OPTSTK,CE,415,CROMPT GREA CON ELEC LTD,CROMPTON JUL 415 CE,CROMPTON25JUL24C415,2024-07-25,1800,0.05
NFO,nse_fo,CROMPTON,45582,OPTSTK,PE,415,CROMPT GREA CON ELEC LTD,CROMPTON JUL 415 PE,CROMPTON25JUL24P415,2024-07-25,1800,0.05
NFO,nse_fo,NIFTY,45604,OPTIDX,CE,22650,NIFTY,NIFTY SEP 22650 CE,NIFTY26SEP24C22650,2024-09-26,25,0.05
NFO,nse_fo,BANKNIFTY,45607,OPTIDX,CE,48800,BANKNIFTY,BANKNIFTY 28th AUG 48800 CE,BANKNIFTY28AUG24C48800,2024-08-28,15,0.05
NFO,nse_fo,DABUR,45623,OPTSTK,CE,670,DABUR INDIA LTD,DABUR JUL 670 CE,DABUR25JUL24C670,2024-07-25,1250,0.05
NFO,nse_fo,DABUR,45624,OPTSTK,PE,670,DABUR INDIA LTD,DABUR JUL 670 PE,DABUR25JUL24P670,2024-07-25,1250,0.05
NFO,nse_fo,BANKNIFTY,45637,OPTIDX,PE,48800,BANKNIFTY,BANKNIFTY 28th AUG 48800 PE,BANKNIFTY28AUG24P48800,2024-08-28,15,0.05
NFO,nse_fo,BANKNIFTY,45638,OPTIDX,CE,48900,BANKNIFTY,BANKNIFTY 28th AUG 48900 CE,BANKNIFTY28AUG24C48900,2024-08-28,15,0.05
NFO,nse_fo,BANKNIFTY,45643,OPTIDX,PE,47400,BANKNIFTY,BANKNIFTY 10th JUL 47400 PE,BANKNIFTY10JUL24P47400,2024-07-10,15,0.05
NFO,nse_fo,BANKNIFTY,45645,OPTIDX,CE,47500,BANKNIFTY,BANKNIFTY 10th JUL 47500 CE,BANKNIFTY10JUL24C47500,2024-07-10,15,0.05
NFO,nse_fo,BANKNIFTY,45649,OPTIDX,PE,47500,BANKNIFTY,BANKNIFTY 10th JUL 47500 PE,BANKNIFTY10JUL24P47500,2024-07-10,15,0.05
NFO,nse_fo,BANKNIFTY,45653,OPTIDX,CE,47600,BANKNIFTY,BANKNIFTY 10th JUL 47600 CE,BANKNIFTY10JUL24C47600,2024-07-10,15,0.05
NFO,nse_fo,BANKNIFTY,45654,OPTIDX,PE,47600,BANKNIFTY,BANKNIFTY 10th JUL 47600 PE,BANKNIFTY10JUL24P47600,2024-07-10,15,0.05
NFO,nse_fo,BANKNIFTY,45657,OPTIDX,CE,47700,BANKNIFTY,BANKNIFTY 10th JUL 47700 CE,BANKNIFTY10JUL24C47700,2024-07-10,15,0.05
NFO,nse_fo,FINNIFTY,45669,OPTIDX,CE,19800,FINNIFTY,FINNIFTY 16th JUL 19800 CE,FINNIFTY16JUL24C19800,2024-07-16,40,0.05
NFO,nse_fo,FINNIFTY,45670,OPTIDX,PE,19800,FINNIFTY,FINNIFTY 16th JUL 19800 PE,FINNIFTY16JUL24P19800,2024-07-16,40,0.05
NFO,nse_fo,FINNIFTY,45673,OPTIDX,CE,19900,FINNIFTY,FINNIFTY 16th JUL 19900 CE,FINNIFTY16JUL24C19900,2024-07-16,40,0.05
NFO,nse_fo,FINNIFTY,45674,OPTIDX,PE,19900,FINNIFTY,FINNIFTY 16th JUL 19900 PE,FINNIFTY16JUL24P19900,2024-07-16,40,0.05
NFO,nse_fo,FINNIFTY,45675,OPTIDX,PE,22550,FINNIFTY,FINNIFTY JUL 22550 PE,FINNIFTY30JUL24P22550,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,45676,OPTIDX,CE,22650,FINNIFTY,FINNIFTY JUL 22650 CE,FINNIFTY30JUL24C22650,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,45677,OPTIDX,PE,22650,FINNIFTY,FINNIFTY JUL 22650 PE,FINNIFTY30JUL24P22650,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,45678,OPTIDX,CE,22750,FINNIFTY,FINNIFTY JUL 22750 CE,FINNIFTY30JUL24C22750,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,45683,OPTIDX,PE,22750,FINNIFTY,FINNIFTY JUL 22750 PE,FINNIFTY30JUL24P22750,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,45684,OPTIDX,CE,22850,FINNIFTY,FINNIFTY JUL 22850 CE,FINNIFTY30JUL24C22850,2024-07-30,25,0.05
NFO,nse_fo,ESCORTS,45704,OPTSTK,CE,4120,ESCORTS KUBOTA LIMITED,ESCORTS JUL 4120 CE,ESCORTS25JUL24C4120,2024-07-25,275,0.05
NFO,nse_fo,ESCORTS,45706,OPTSTK,CE,4200,ESCORTS KUBOTA LIMITED,ESCORTS JUL 4200 CE,ESCORTS25JUL24C4200,2024-07-25,275,0.05
NFO,nse_fo,ESCORTS,45707,OPTSTK,PE,4200,ESCORTS KUBOTA LIMITED,ESCORTS JUL 4200 PE,ESCORTS25JUL24P4200,2024-07-25,275,0.05
NFO,nse_fo,BANKNIFTY,45748,OPTIDX,PE,48900,BANKNIFTY,BANKNIFTY 28th AUG 48900 PE,BANKNIFTY28AUG24P48900,2024-08-28,15,0.05
NFO,nse_fo,BANKNIFTY,45749,OPTIDX,CE,49000,BANKNIFTY,BANKNIFTY 28th AUG 49000 CE,BANKNIFTY28AUG24C49000,2024-08-28,15,0.05
NFO,nse_fo,FINNIFTY,45787,OPTIDX,CE,18500,FINNIFTY,FINNIFTY AUG 18500 CE,FINNIFTY27AUG24C18500,2024-08-27,25,0.05
NFO,nse_fo,FINNIFTY,45792,OPTIDX,PE,18500,FINNIFTY,FINNIFTY AUG 18500 PE,FINNIFTY27AUG24P18500,2024-08-27,25,0.05
NFO,nse_fo,NIFTY,45858,OPTIDX,CE,17000,NIFTY,NIFTY 26th DEC 17000 CE,NIFTY26DEC24C17000,2024-12-26,25,0.05
NFO,nse_fo,NIFTY,45859,OPTIDX,PE,17000,NIFTY,NIFTY 26th DEC 17000 PE,NIFTY26DEC24P17000,2024-12-26,25,0.05
NFO,nse_fo,NIFTY,45865,OPTIDX,CE,17000,NIFTY,NIFTY 26th JUN25 17000 CE,NIFTY26JUN25C17000,2025-06-26,25,0.05
NFO,nse_fo,NIFTY,45873,OPTIDX,CE,17000,NIFTY,NIFTY 24th DEC25 17000 CE,NIFTY24DEC25C17000,2025-12-24,25,0.05
NFO,nse_fo,NIFTY,45874,OPTIDX,PE,17000,NIFTY,NIFTY 24th DEC25 17000 PE,NIFTY24DEC25P17000,2025-12-24,25,0.05
NFO,nse_fo,HDFCBANK,45896,OPTSTK,CE,1900,HDFC BANK LTD,HDFCBANK JUL 1900 CE,HDFCBANK25JUL24C1900,2024-07-25,550,0.05
NFO,nse_fo,HDFCBANK,45897,OPTSTK,PE,1900,HDFC BANK LTD,HDFCBANK JUL 1900 PE,HDFCBANK25JUL24P1900,2024-07-25,550,0.05
NFO,nse_fo,HEROMOTOCO,45913,OPTSTK,CE,6100,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 6100 CE,HEROMOTOCO25JUL24C6100,2024-07-25,150,0.05
NFO,nse_fo,HEROMOTOCO,45914,OPTSTK,PE,6100,HERO MOTOCORP LIMITED,HEROMOTOCO JUL 6100 PE,HEROMOTOCO25JUL24P6100,2024-07-25,150,0.05
NFO,nse_fo,FINNIFTY,45933,OPTIDX,CE,22400,FINNIFTY,FINNIFTY 6th AUG 22400 CE,FINNIFTY06AUG24C22400,2024-08-06,25,0.05
NFO,nse_fo,FINNIFTY,45935,OPTIDX,PE,22400,FINNIFTY,FINNIFTY 6th AUG 22400 PE,FINNIFTY06AUG24P22400,2024-08-06,25,0.05
NFO,nse_fo,FINNIFTY,45936,OPTIDX,CE,22450,FINNIFTY,FINNIFTY 6th AUG 22450 CE,FINNIFTY06AUG24C22450,2024-08-06,25,0.05
NFO,nse_fo,FINNIFTY,45955,OPTIDX,PE,22450,FINNIFTY,FINNIFTY 6th AUG 22450 PE,FINNIFTY06AUG24P22450,2024-08-06,25,0.05
NFO,nse_fo,FINNIFTY,45956,OPTIDX,CE,22500,FINNIFTY,FINNIFTY 6th AUG 22500 CE,FINNIFTY06AUG24C22500,2024-08-06,25,0.05
NFO,nse_fo,NIFTYNXT50,46177,OPTIDX,CE,54000,NIFTYNXT50,NIFTYNXT50 30th AUG 54000 CE,NIFTYNXT5030AUG24C54000,2024-08-30,10,0.05
NFO,nse_fo,BANKNIFTY,46181,OPTIDX,PE,49000,BANKNIFTY,BANKNIFTY 28th AUG 49000 PE,BANKNIFTY28AUG24P49000,2024-08-28,15,0.05
NFO,nse_fo,BANKNIFTY,46182,OPTIDX,CE,49100,BANKNIFTY,BANKNIFTY 28th AUG 49100 CE,BANKNIFTY28AUG24C49100,2024-08-28,15,0.05
NFO,nse_fo,NIFTYNXT50,46184,OPTIDX,PE,54000,NIFTYNXT50,NIFTYNXT50 30th AUG 54000 PE,NIFTYNXT5030AUG24P54000,2024-08-30,10,0.05
NFO,nse_fo,BANKNIFTY,46185,OPTIDX,PE,49100,BANKNIFTY,BANKNIFTY 28th AUG 49100 PE,BANKNIFTY28AUG24P49100,2024-08-28,15,0.05
NFO,nse_fo,BANKNIFTY,46186,OPTIDX,CE,49200,BANKNIFTY,BANKNIFTY 28th AUG 49200 CE,BANKNIFTY28AUG24C49200,2024-08-28,15,0.05
NFO,nse_fo,NIFTYNXT50,46187,OPTIDX,CE,54500,NIFTYNXT50,NIFTYNXT50 30th AUG 54500 CE,NIFTYNXT5030AUG24C54500,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46190,OPTIDX,PE,54500,NIFTYNXT50,NIFTYNXT50 30th AUG 54500 PE,NIFTYNXT5030AUG24P54500,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46191,OPTIDX,CE,55000,NIFTYNXT50,NIFTYNXT50 30th AUG 55000 CE,NIFTYNXT5030AUG24C55000,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46195,OPTIDX,PE,55000,NIFTYNXT50,NIFTYNXT50 30th AUG 55000 PE,NIFTYNXT5030AUG24P55000,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46196,OPTIDX,CE,55500,NIFTYNXT50,NIFTYNXT50 30th AUG 55500 CE,NIFTYNXT5030AUG24C55500,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46197,OPTIDX,PE,55500,NIFTYNXT50,NIFTYNXT50 30th AUG 55500 PE,NIFTYNXT5030AUG24P55500,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46215,OPTIDX,CE,56000,NIFTYNXT50,NIFTYNXT50 30th AUG 56000 CE,NIFTYNXT5030AUG24C56000,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46219,OPTIDX,PE,56000,NIFTYNXT50,NIFTYNXT50 30th AUG 56000 PE,NIFTYNXT5030AUG24P56000,2024-08-30,10,0.05
NFO,nse_fo,FINNIFTY,46238,OPTIDX,PE,22850,FINNIFTY,FINNIFTY JUL 22850 PE,FINNIFTY30JUL24P22850,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46239,OPTIDX,CE,22950,FINNIFTY,FINNIFTY JUL 22950 CE,FINNIFTY30JUL24C22950,2024-07-30,25,0.05
NFO,nse_fo,NIFTYNXT50,46240,OPTIDX,CE,56500,NIFTYNXT50,NIFTYNXT50 30th AUG 56500 CE,NIFTYNXT5030AUG24C56500,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46241,OPTIDX,PE,56500,NIFTYNXT50,NIFTYNXT50 30th AUG 56500 PE,NIFTYNXT5030AUG24P56500,2024-08-30,10,0.05
NFO,nse_fo,FINNIFTY,46256,OPTIDX,PE,22950,FINNIFTY,FINNIFTY JUL 22950 PE,FINNIFTY30JUL24P22950,2024-07-30,25,0.05
NFO,nse_fo,NIFTYNXT50,46262,OPTIDX,CE,57000,NIFTYNXT50,NIFTYNXT50 30th AUG 57000 CE,NIFTYNXT5030AUG24C57000,2024-08-30,10,0.05
NFO,nse_fo,FINNIFTY,46263,OPTIDX,CE,23050,FINNIFTY,FINNIFTY JUL 23050 CE,FINNIFTY30JUL24C23050,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46264,OPTIDX,PE,23050,FINNIFTY,FINNIFTY JUL 23050 PE,FINNIFTY30JUL24P23050,2024-07-30,25,0.05
NFO,nse_fo,NIFTYNXT50,46265,OPTIDX,PE,57000,NIFTYNXT50,NIFTYNXT50 30th AUG 57000 PE,NIFTYNXT5030AUG24P57000,2024-08-30,10,0.05
NFO,nse_fo,FINNIFTY,46269,OPTIDX,CE,23150,FINNIFTY,FINNIFTY JUL 23150 CE,FINNIFTY30JUL24C23150,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46270,OPTIDX,PE,23150,FINNIFTY,FINNIFTY JUL 23150 PE,FINNIFTY30JUL24P23150,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46271,OPTIDX,CE,23250,FINNIFTY,FINNIFTY JUL 23250 CE,FINNIFTY30JUL24C23250,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46272,OPTIDX,PE,23250,FINNIFTY,FINNIFTY JUL 23250 PE,FINNIFTY30JUL24P23250,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46273,OPTIDX,CE,23350,FINNIFTY,FINNIFTY JUL 23350 CE,FINNIFTY30JUL24C23350,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46274,OPTIDX,PE,23350,FINNIFTY,FINNIFTY JUL 23350 PE,FINNIFTY30JUL24P23350,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46275,OPTIDX,CE,23450,FINNIFTY,FINNIFTY JUL 23450 CE,FINNIFTY30JUL24C23450,2024-07-30,25,0.05
NFO,nse_fo,NIFTYNXT50,46284,OPTIDX,CE,57500,NIFTYNXT50,NIFTYNXT50 30th AUG 57500 CE,NIFTYNXT5030AUG24C57500,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46285,OPTIDX,PE,57500,NIFTYNXT50,NIFTYNXT50 30th AUG 57500 PE,NIFTYNXT5030AUG24P57500,2024-08-30,10,0.05
NFO,nse_fo,FINNIFTY,46311,OPTIDX,PE,23450,FINNIFTY,FINNIFTY JUL 23450 PE,FINNIFTY30JUL24P23450,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46312,OPTIDX,CE,23550,FINNIFTY,FINNIFTY JUL 23550 CE,FINNIFTY30JUL24C23550,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46325,OPTIDX,CE,18800,FINNIFTY,FINNIFTY AUG 18800 CE,FINNIFTY27AUG24C18800,2024-08-27,25,0.05
NFO,nse_fo,FINNIFTY,46326,OPTIDX,PE,18800,FINNIFTY,FINNIFTY AUG 18800 PE,FINNIFTY27AUG24P18800,2024-08-27,25,0.05
NFO,nse_fo,FINNIFTY,46327,OPTIDX,PE,23550,FINNIFTY,FINNIFTY JUL 23550 PE,FINNIFTY30JUL24P23550,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46328,OPTIDX,CE,23650,FINNIFTY,FINNIFTY JUL 23650 CE,FINNIFTY30JUL24C23650,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46329,OPTIDX,CE,18900,FINNIFTY,FINNIFTY AUG 18900 CE,FINNIFTY27AUG24C18900,2024-08-27,25,0.05
NFO,nse_fo,FINNIFTY,46333,OPTIDX,PE,23650,FINNIFTY,FINNIFTY JUL 23650 PE,FINNIFTY30JUL24P23650,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46334,OPTIDX,CE,23750,FINNIFTY,FINNIFTY JUL 23750 CE,FINNIFTY30JUL24C23750,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46340,OPTIDX,PE,23750,FINNIFTY,FINNIFTY JUL 23750 PE,FINNIFTY30JUL24P23750,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46341,OPTIDX,CE,23850,FINNIFTY,FINNIFTY JUL 23850 CE,FINNIFTY30JUL24C23850,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46342,OPTIDX,PE,23850,FINNIFTY,FINNIFTY JUL 23850 PE,FINNIFTY30JUL24P23850,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46343,OPTIDX,CE,23950,FINNIFTY,FINNIFTY JUL 23950 CE,FINNIFTY30JUL24C23950,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46351,OPTIDX,PE,23950,FINNIFTY,FINNIFTY JUL 23950 PE,FINNIFTY30JUL24P23950,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46352,OPTIDX,CE,24050,FINNIFTY,FINNIFTY JUL 24050 CE,FINNIFTY30JUL24C24050,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46353,OPTIDX,PE,24050,FINNIFTY,FINNIFTY JUL 24050 PE,FINNIFTY30JUL24P24050,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46354,OPTIDX,CE,24150,FINNIFTY,FINNIFTY JUL 24150 CE,FINNIFTY30JUL24C24150,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46355,OPTIDX,PE,24150,FINNIFTY,FINNIFTY JUL 24150 PE,FINNIFTY30JUL24P24150,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46356,OPTIDX,CE,24250,FINNIFTY,FINNIFTY JUL 24250 CE,FINNIFTY30JUL24C24250,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46357,OPTIDX,PE,24250,FINNIFTY,FINNIFTY JUL 24250 PE,FINNIFTY30JUL24P24250,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46358,OPTIDX,CE,24350,FINNIFTY,FINNIFTY JUL 24350 CE,FINNIFTY30JUL24C24350,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46359,OPTIDX,PE,24350,FINNIFTY,FINNIFTY JUL 24350 PE,FINNIFTY30JUL24P24350,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46360,OPTIDX,CE,24450,FINNIFTY,FINNIFTY JUL 24450 CE,FINNIFTY30JUL24C24450,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46361,OPTIDX,PE,24450,FINNIFTY,FINNIFTY JUL 24450 PE,FINNIFTY30JUL24P24450,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46362,OPTIDX,CE,24550,FINNIFTY,FINNIFTY JUL 24550 CE,FINNIFTY30JUL24C24550,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46363,OPTIDX,PE,24550,FINNIFTY,FINNIFTY JUL 24550 PE,FINNIFTY30JUL24P24550,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46364,OPTIDX,CE,24650,FINNIFTY,FINNIFTY JUL 24650 CE,FINNIFTY30JUL24C24650,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46365,OPTIDX,PE,24650,FINNIFTY,FINNIFTY JUL 24650 PE,FINNIFTY30JUL24P24650,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46366,OPTIDX,CE,24750,FINNIFTY,FINNIFTY JUL 24750 CE,FINNIFTY30JUL24C24750,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46367,OPTIDX,PE,24750,FINNIFTY,FINNIFTY JUL 24750 PE,FINNIFTY30JUL24P24750,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46368,OPTIDX,CE,24850,FINNIFTY,FINNIFTY JUL 24850 CE,FINNIFTY30JUL24C24850,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46370,OPTIDX,PE,24850,FINNIFTY,FINNIFTY JUL 24850 PE,FINNIFTY30JUL24P24850,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46371,OPTIDX,CE,24950,FINNIFTY,FINNIFTY JUL 24950 CE,FINNIFTY30JUL24C24950,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46373,OPTIDX,PE,24950,FINNIFTY,FINNIFTY JUL 24950 PE,FINNIFTY30JUL24P24950,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46374,OPTIDX,CE,25050,FINNIFTY,FINNIFTY JUL 25050 CE,FINNIFTY30JUL24C25050,2024-07-30,25,0.05
NFO,nse_fo,NIFTYNXT50,46381,OPTIDX,CE,58000,NIFTYNXT50,NIFTYNXT50 30th AUG 58000 CE,NIFTYNXT5030AUG24C58000,2024-08-30,10,0.05
NFO,nse_fo,FINNIFTY,46383,OPTIDX,PE,25050,FINNIFTY,FINNIFTY JUL 25050 PE,FINNIFTY30JUL24P25050,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46384,OPTIDX,CE,25150,FINNIFTY,FINNIFTY JUL 25150 CE,FINNIFTY30JUL24C25150,2024-07-30,25,0.05
NFO,nse_fo,FINNIFTY,46386,OPTIDX,PE,25150,FINNIFTY,FINNIFTY JUL 25150 PE,FINNIFTY30JUL24P25150,2024-07-30,25,0.05
NFO,nse_fo,NIFTYNXT50,46392,OPTIDX,PE,58000,NIFTYNXT50,NIFTYNXT50 30th AUG 58000 PE,NIFTYNXT5030AUG24P58000,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46401,OPTIDX,CE,58300,NIFTYNXT50,NIFTYNXT50 30th AUG 58300 CE,NIFTYNXT5030AUG24C58300,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46421,OPTIDX,PE,58300,NIFTYNXT50,NIFTYNXT50 30th AUG 58300 PE,NIFTYNXT5030AUG24P58300,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46422,OPTIDX,CE,58400,NIFTYNXT50,NIFTYNXT50 30th AUG 58400 CE,NIFTYNXT5030AUG24C58400,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46423,OPTIDX,PE,58400,NIFTYNXT50,NIFTYNXT50 30th AUG 58400 PE,NIFTYNXT5030AUG24P58400,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46424,OPTIDX,CE,58500,NIFTYNXT50,NIFTYNXT50 30th AUG 58500 CE,NIFTYNXT5030AUG24C58500,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46427,OPTIDX,PE,58500,NIFTYNXT50,NIFTYNXT50 30th AUG 58500 PE,NIFTYNXT5030AUG24P58500,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46428,OPTIDX,CE,58600,NIFTYNXT50,NIFTYNXT50 30th AUG 58600 CE,NIFTYNXT5030AUG24C58600,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46432,OPTIDX,PE,58600,NIFTYNXT50,NIFTYNXT50 30th AUG 58600 PE,NIFTYNXT5030AUG24P58600,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46433,OPTIDX,CE,58700,NIFTYNXT50,NIFTYNXT50 30th AUG 58700 CE,NIFTYNXT5030AUG24C58700,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46434,OPTIDX,PE,58700,NIFTYNXT50,NIFTYNXT50 30th AUG 58700 PE,NIFTYNXT5030AUG24P58700,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46435,OPTIDX,CE,58800,NIFTYNXT50,NIFTYNXT50 30th AUG 58800 CE,NIFTYNXT5030AUG24C58800,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46436,OPTIDX,PE,58800,NIFTYNXT50,NIFTYNXT50 30th AUG 58800 PE,NIFTYNXT5030AUG24P58800,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46437,OPTIDX,CE,58900,NIFTYNXT50,NIFTYNXT50 30th AUG 58900 CE,NIFTYNXT5030AUG24C58900,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46444,OPTIDX,PE,58900,NIFTYNXT50,NIFTYNXT50 30th AUG 58900 PE,NIFTYNXT5030AUG24P58900,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46445,OPTIDX,CE,59000,NIFTYNXT50,NIFTYNXT50 30th AUG 59000 CE,NIFTYNXT5030AUG24C59000,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46446,OPTIDX,PE,59000,NIFTYNXT50,NIFTYNXT50 30th AUG 59000 PE,NIFTYNXT5030AUG24P59000,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46447,OPTIDX,CE,59100,NIFTYNXT50,NIFTYNXT50 30th AUG 59100 CE,NIFTYNXT5030AUG24C59100,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46451,OPTIDX,PE,59100,NIFTYNXT50,NIFTYNXT50 30th AUG 59100 PE,NIFTYNXT5030AUG24P59100,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46452,OPTIDX,CE,59200,NIFTYNXT50,NIFTYNXT50 30th AUG 59200 CE,NIFTYNXT5030AUG24C59200,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46453,OPTIDX,PE,59200,NIFTYNXT50,NIFTYNXT50 30th AUG 59200 PE,NIFTYNXT5030AUG24P59200,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46454,OPTIDX,CE,59300,NIFTYNXT50,NIFTYNXT50 30th AUG 59300 CE,NIFTYNXT5030AUG24C59300,2024-08-30,10,0.05
NFO,nse_fo,NIFTYNXT50,46455,OPTIDX,PE,59300,NIFTYNXT50,NIFTYNXT50 30th AUG 59300 PE,NIFTYNXT5030AUG24P59300,2024-08-30,10,0.05
